data_id,id,classe,darija_arabic,darija_arabizi,english,modern_standard_arabic,status,dataset_type
data51219,DATA_12467,A,عمرك جربتي تسدّر هاد نوع ديال ديسّير؟,3emrek jerebti tsedder had new3 dial dissir?,Have you tried to exporting this kind of fruit?,هل حاولت تصدير هذا النوع من الفاكهة؟,VALIDATED,GOLD
data51220,DATA_20782,B,"التيارات النفاثة القطبية و شبه المدارية كيتلاقاو فشي بلايص و شي وقات, و فشي وقات خرين كيكونوا مباعدين مزيان.","Attiyarat nnafata lqotbiya w shibh almadariya kitlaqaw f shi blayss w shi wqat, w f shi wqat khrin kikunu mba3din mezian.","The polar and subtropical jet streams merge in some places and at certain times, while at other times they are well separated.",تتلاقى التيارات النفاثة القطبية وشبه المدارية في بعض المواقع والأوقات، بينما تكون تباعدة تماماً في أوقات أخرى.,VALIDATED,GOLD
data51221,DATA_13680,B,بدات الخدمة على فيلم تمبريتشيرز رايزين في غشت 1972، والتصوير كان ف بوربانك استوديوزف بوربانك  كاليفورنيا.,"Bdat lkhdma 3la film Temperatures Rising f Ghusht 1972, o ttswir kan f Burbank Studios f Burbank, California.","Work on Temperatures Rising kicked off in August 1972, with filming taking place at the Burbank Studios in Burbank, California.",بدأ العمل على فيلم تيمبريتشرز رايزينغ في أغسطس 1972، حيث جرى التصوير في استوديوهات بوربانك بمدينة بوربانك في كاليفورنيا.,VALIDATED,GOLD
data51222,WIKI_D_03884,D,الدروس على الطفيليات الخارجية، اللي عادة كانخدوهم فاش كانشدّو الحيوانات، ولكن حتى اللي كانخدوهم من عينّات قديمة فالمتحف، مهمين بزاف للدراسات على التطور المشترك و شي حاجة أخرى. ولكن، كاين اللي كيقول باللي هاد إعادة الفحص تقدر تدار من التصاور اللي مؤرشفة بلا ما نقتلو داك الشي اللي كاندرسو.,"ddruss dyal ttofeiliat lkharijiya, li 3adatan kanakhdohom fach kancheddo l7ayawanat, walakin hta lli kanakhdohom men 3ayinat qdima fel mout7af, mohemin bezzaf lddirasat 3la tatwor lmoshterk w chi 7aja okhra. walakin, kayen lli kaygol belli had i3adet lfa7s tqdar tdar men tsawer lli marshifa bla ma nqtlo dakchi lli kanderoso.","Research on ectoparasites whether collected during animal captures or from old museum specimen is crucial for studying coevolution and other areas. However, some argue that these re-examinations could simply be done using archived photos, without having to kill the subjects we're studying.",تُعتبر الدراسات المتعلقة بالطفيليات الخارجية ذات أهمية كبرى لأبحاث التطور المشترك وغيرها، سواء تلك التي نجمعها عند الإمساك بالحيوانات أو من العينات المتحفية القديمة. ومع ذلك، يرى البعض أنه يمكن إجراء عملية إعادة الفحص هذه عبر الصور المؤرشفة، دون الحاجة لقتل الكائنات التي ندرسها.,VALIDATED,GOLD
data51223,WIKI_C_12206,C,المعركة ديال برونابوره طراو فيها التقابيل ف 937 بين أثيلستان، ملك ديال النڭليز، و واحد التحالف ديال أولاف ڭوتفريثسون، ملك ديال دوبلين؛ قسطنطين، ملك ديال سكتلندا؛ و أوين، ملك ديال ستراثكلايد.,"lm3raka dyal brunaburh trawe fiha ttaqabil f 937 bin athilstan, malik dyal l ingliz, w wahd ttahaluf dyal olaf gutfrithson, malik dyal dublin; qustantin, malik dyal skotlanda; w owen, malik dyal strathclyde.","Back in 937, the Battle of Brunanburh saw Athelstan, King of the English, face off against an alliance led by Olaf Guthfrithson, King of Dublin, along with Constantine of Scotland and Owen of Strathclyde.",في عام 937، شهدت معركة برونابور مواجهة بين أثيلستان، ملك الإنجليز، وتحالفٍ ضمّ كلًا من أولاف غوثفريثسون ملك دبلن، وقسطنطين ملك اسكتلندا، وأوين ملك ستراثكلايد.,VALIDATED,GOLD
data51224,WIKI_D_05532,D,كيمپ شارك فالتأسيس ديال جمعية اللاعيبة ديال أي إف إل مع توم أديسون ديال بوسطن پاتريوتس، و تنتاخب رئيس ديالها خمسة دالمرات. التأسيس و المشاركة ديالو فالنقابة ديال اللاعيبة ساهم باش كان كيميل بزاف لجهة الديموقراطيين فالمسائل ديال الشغل من بعد فالكاريير ديالو.,"kemp sharek f taesis dyal jam3iyat lla3iba dyal AFL m3a tom addison dyal boston patriots, w tntakheb ra2iss dyalha khamsa d lmrat. ttasis wl mosharka dyalo f n9aba dyal lla3iba sahem bsh kan kymil bzzaf ljihat l dimo9ratiyin fl msa2el dyal shoghl mn b3d f l career dyalo.","Kemp helped start the AFL Players Association alongside Tom Addison from the Boston Patriots, and ended up being elected president five times. This background in unionizing and fighting for players rights is likely why he tended to side with the Democrats on labor issues later in his career.",شارك كيمب في تأسيس رابطة لاعبي دوري كرة القدم الأمريكية مع توم أديسون من فريق بوسطن باتريوتس، وتم انتخابه رئيسًا لها خمس مرات. ساهم تأسيسه ومشاركته في نقابة اللاعبين في انحيازه المتكرر للديمقراطيين في قضايا العمل لاحقًا في مسيرته المهنية.,VALIDATED,GOLD
data51225,WIKI_D_06883,D,"هوبف، هاينز (1928)، ""أونا دير إويلر""، ناخريشتن فون دير غيزيلشافت دير فيسينشافتن زو غوتينغن. فيزيكاليتش كلاس (بألمانيا) 2: 127-36","hobf, haynz (1928), ""una der euler"", nachrichten von der gesellschaft der wissenschaften zu gottingen. physikalische klasse (belmania) 2: 127-36.","Hopf, Heinz (1928), ""An Euler Characteristic"", Proceedings of the Society of Sciences in Göttingen. Physics Section (in German) 2: 127–36.","هوبف، هاينز (1928)، ""حول نظرية أويلر""، أخبار جمعية العلوم في غوتنغن. قسم الفيزياء (بالألمانية) 2: 127-36.",VALIDATED,GOLD
data51226,WIKI_C_03846,C,الناس اللي كيهضرو بالأوتاوا خايفين على لغتهم حيت لونجلي كاتزاد و اللي كيهضرو بها مزيان كينقصو. باش يرجعو اللغة كاتقرا فالسلك الابتدائي و الاعدادي.,nass li kayhdro b l ottawa khayfin 3la loghthoum hit l anglais katzad w lli kayhdro biha mzyan kayn9sso. bach yrj3o lloghah kat9ra f sselk l ibtida2i w l i3dadi.,Ottawa speakers are concerned that their language is endangered as the use of English increases and the number of fluent speakers declines. Language revitalization efforts include second language learning in primary and secondary schools.,يشعر المتحدثون بلغة الأوتاوا بالقلق من أن لغتهم مهددة بالانقراض مع زيادة استخدام اللغة الإنجليزية وانخفاض عدد المتحدثين بطلاقة. تشمل جهود إحياء اللغة تعلم اللغة الثانية في المدارس الابتدائية والثانوية.,VALIDATED,GOLD
data51227,DATA_8816,A,أنا غادي نجيب ليك وحدة تبقى تلحلح عليك,ana ghadi njib lik we7da tb9a tle7le7 3lik,I’ll bring you one that'll always be fawning over you.,سأحضِرُ لك واحدةً تلاطفُك وتتوددُ إليك باستمرار.,VALIDATED,GOLD
data51228,DATA_11406,A,نتحداك ت دبّر ليا على شي منحة,nt7edak t debber liya 3la chi min7a,I bet you can't land me a scholarship.,أراهنك أن تجد لي منحة دراسية.,VALIDATED,GOLD
data51229,DATA_21342,B,رودمان عتارف بالخروقات ديالو بزاف، و لكن أكد باللي هو عاش حياتو كيف بغاها، و بالتالي حياة صادقة كثر من بزاف ديال الناس الآخرين.,"Rodman 3tarf b lkhrou9at dialo bzzaf, u lakin akked blli huwa 3ash hyato kif bghaha, u bttali hayat sad9a ktr mn bzzaf dial nass lakhrin.","Rodman owned up to his many mistakes, but insisted that he lived life on his own terms - making his life more honest than most people's.",اعترف رودمان بكثرة زلاته، لكنه أكد أنه عاش حياته كما أراد، وبأنها كانت حياة أكثر صدقاً وواقعية من حياة الكثيرين غيره.,VALIDATED,GOLD
data51230,DATA_15368,B,التاريخ ديال طريقة تصنيع أتاي مرتبط بشكل كبير بالدور اللي كان كيلعب أتاي فالمجتمع الصيني والطرق اللي كانوا كيفضلوا يشربوه بيها الناس فالمجتمع الصيني القديم.,ettarikh dyal tariqat tsni3 atay mortabit bshkel kbir bddor lli kan kyl3b atay flmojtama3 ssini wttoroq lli kanou kyfdlou ycherbouh biha nnas flmojtama3 ssini lqdim.,The history of how tea is made is deeply tied to its role in Chinese culture and how people in ancient China actually liked to drink it.,يرتبط تاريخ صناعة الشاي ارتباطاً وثيقاً بالدور الذي كان يؤديه في المجتمع الصيني، وبطرق تحضيره التي كانت مفضلة لدى الناس في الصين القديمة.,VALIDATED,GOLD
data51231,DATA_6826,A,كانجرب واحد الوصفة الجديدة لعشا,kanjreb wa7d lwesfa jdida l3cha,I'm whipping up a new recipe for dinner tonight.,أُجرب الليلة وصفةً جديدة للعشاء.,VALIDATED,GOLD
data51232,WIKI_C_09143,C,السيزون اللول ديال هيلكاتس كان فيه تا عروض مباشرة ديال فنانين ضيوف بحال هاي مونداي و فايبر درايف و فيفي دوبسون و ثري اوه !ثري مع آشلي تيسديل و إليز إسترادا و سيارا.,sseason llwl dyal hellcats kan fih ta 3orod mobachira dyal fannanin dyof b7al hey monday w faber drive w fefe dobson w triy ooh itriy m3a ashley tisdile w elise estrada w ciara.,"The first season of Hellcats also featured live performances from guest artists like Hey Monday, Faber Drive, and Fefe Dobson, along with 3OH!3 featuring Ashley Tisdale, Elise Estrada, and Ciara.",شهد الموسم الأول من مسلسل هيلكاتس عروضاً حية لنخبة من الفنانين الضيوف، من بينهم هاي مونداي وفايبر درايف وفيفي دوبسون، بالإضافة إلى فرقة ثري أوه! ثري مع آشلي تيسديل وإليز إسترادا وسيارة.,VALIDATED,GOLD
data51233,DATA_8069,A,فلوس صحاح تخصرو في سبيتار,flos s7a7 t5sro fi sbitar,A fortune was poured into the hospital,أُنفقت أموالٌ طائلة على المستشفى ,VALIDATED,GOLD
data51234,DATA_12066,A,عمرك ختارعتي شي حاجة واعرة,3emrek 5tare3ti chi 7aja wa3ra,Have you ever come up with something truly amazing,هل سبق لك وأن اخترعت شيئاً مذهلاً,VALIDATED,GOLD
data51235,WIKI_C_09413,C,ولكن، مرضو منعو باش يرسخ سياسات وتدابير مزيانة باش يحقق هادشي، و داكشي لي قدر يدير تخلى عليه ولدو وخليفتو، فيلهلم الثاني من بعد.,"walakin, mardu man3u bach yrassekh syasat w tadabir mzyana bach y7a9e9 hadchi, w dakchi li9dar idir tkhela 3lih wldu w khliftu, wilhelm tthani mn ba3d.","Unfortunately, his illness kept him from putting the right policies in place to make it happen; even the few steps he did take were later scrapped by his son and successor, Wilhelm II.",غير أن مرضه حال دون ترسيخ السياسات اللازمة لتحقيق ذلك، كما أن ابنه وخليفته فيلهلم الثاني سرعان ما تخلص من الإجراءات القليلة التي تمكن والده من اتخاذها.,VALIDATED,GOLD
data51236,WIKI_C_12177,C,1953: ديكشي ديال فريدمان، سطوكهولم: شي حاجة. (بالفرنسية) 28 رسالة ترجمة نيلز شي واحد و بيير شي واحد. رسومات إيلياس مارتن.,"1953: dekshi dyal fredman, stockholm: shi haja. (bel françiya) 28 resala tarjamat nils shi wahed w pierre shi wahed. rossomat elias martin.","1953: Fredman's Works, Stockholm. (In French) 28 Epistles, translated by Nils and Pierre. Illustrations by Elias Martin.",1953: أعمال فريدمان، سطوكهولم. (بالفرنسية) 28 رسالة، ترجمة نيلز وبيير. رسومات إلياس مارتن.,VALIDATED,GOLD
data51237,WIKI_C_06735,C,الرباح الطاغي ديال الأوروغواي و الأرجنتين ف نص النهائي خلا الماتش ديال الفينال يتعاود بحال الماتش ديال الفينال ديال الألعاب الأولمبية ديال 1928 اللي ربحات فيه الأوروغواي 2 ل 1 من بعد ماتعاود الماتش.,rrbah ttaghi dyal l urughway w l argentine f nss nniha2i khla l match dyal l final yta3awd b7al match dyal l final dyal llalal3ab l olympia dyal 1928 lli rb7at fih l urughway 2 l 1 mn ba3d mat3awd lmatch.,Uruguay and Argentina's massive semi-final wins set up a final that was a repeat of the 1928 Olympic match which Uruguay had  won 2–1 after a replay.,أدت الانتصارات الساحقة للأوروغواي والأرجنتين في نصف النهائي إلى تكرار مواجهة نهائي مثل نهائي أولمبياد 1928؛ ذلك النهائي الذي حسمته الأوروغواي لصالحها بنتيجة 2-1 بعد إعادة المباراة.,VALIDATED,GOLD
data51238,WIKI_D_02007,D,فزون ديال روكمان، الشاشة كاتدوز على زنقة ديال الديور و أنتَ كاترمي على المجرمين و ماترميش على الناس الأبرياء حيت إلا رميتي عليهم كاتخسر حياة. فالمستويات اللي جايين، المجرمين كايوليو يجاوبو الرمي بالزربة.,"f zone dyal rockman, chacha katdouz 3la zen9a dyal ddyour w nta katermi 3la l moujrimin w matrmich 3la nnas l abriya2 hit ila rmiti 3lihom katkhsser hayat. f l mostawayat lli jayyin, l moujrimin kaywlliw yjawbu rramy b zzerba.","In Rockman’s Zone, the screen scrolls past rows of houses while you take out criminals. You have to be careful not to hit innocent bystanders, or you'll lose a life. As you move through the levels, the criminals start shooting back much faster.",في لعبة روكمانز زون، تتحرك الشاشة عبر أحياء سكنية حيث يتوجب عليك قنص المجرمين مع تجنب إصابة المارة الأبرياء لتفادي خسارة المحاولات. ومع التقدم في المستويات، تزداد سرعة رد فعل المجرمين في إطلاق النار تجاهك.,VALIDATED,GOLD
data51239,WIKI_C_09421,C,فواحد السبر ديال غالوب دارو فماي ديال 2005، 54% ديال الناس اللي جاوبو شافو كلينتون ليبرالية، 30% شافوها معتدلة، و 9% شافوها محافظة.,"f wahed sbber dyal gallup daro f may dyal 2005, 54% dyal nass lli jawbo shafu clinton liberaliya, 30% shafuhha mo3tadilla, w 9% shafuhha mo7afidha.","In a Gallup poll conducted during May 2005, 54% of respondents considered Clinton a liberal, 30% considered her a moderate, and 9% considered her a conservative.",في استطلاع للرأي أجرته غالوب خلال مايو 2005، اعتبر 54% من المشاركين كلينتون ليبرالية، و30% اعتبروها معتدلة، و9% اعتبروها محافظة.,VALIDATED,GOLD
data51240,DATA_0935,A,و أشناهو الموضوع لي عزيز عليا ف ناضارك?,w achnahowa lmawdo3 lli 3ziz 3lia f nadarek?,"So, what do you reckon is my favorite subject?",في رأيك، ما هو الموضوع المفضل لدي؟,VALIDATED,GOLD
data51241,WIKI_D_10647,D,كولويكي رجع لمدينتو، جرينفيلد، نهارعيد آلان كولويكي في يناير 1993. الصالة د الرياضة ديال ثانوية جرينفيلد كانت عامرة ومحاطة بربعة ولا خمسة آلاف واحد. فرق التلفزيون المحلية صورات الحدث. كولويكي بقى كيسيني الأوتوغرافات لمدة ستة سوايع.,"kulwicki rje3 lmedintou, greenfield, nhar 3id alan kulwicki f yanayr 1993. ssala d riyada dyal thanawiyat greenfield kanet 3amra w mo7a6a b rb3a w la khamsat alaf wa7ed. ferq ttelevision lma7alia swrat l7adath. kulwicki b9a kisini l'autographat limoddat settat saway3.","Kulwicki returned to his hometown, Greenfield, for Alan Kulwicki Day in January 1993. The gymnasium at Greenfield High School was filled and surrounded by four to five thousand people . Local television crews filmed the event. Kulwicki signed autographs for six hours.",عاد كولويكي إلى مسقط رأسه، جرينفيلد، بمناسبة يوم آلان كولويكي في يناير 1993. امتلأت صالة الألعاب الرياضية في مدرسة جرينفيلد الثانوية واكتظت بحوالي أربعة إلى خمسة آلاف شخص. قامت فرق التلفزيون المحلية بتصوير الحدث. وقع كولويكي على التوقيعات لمدة ست ساعات.,VALIDATED,GOLD
data51242,DATA_13178,B,الهجوم المفاجئ ديال الأدميرال ياماموتو و استراتيجية الحرب ديال البحرية اليابانية (ف كتاب من بيرل هاربر لهيروشيما . لندن: ماكميلان، 1994).,"lhoujoum lmoufaji2 dyal l'admiral Yamamoto o stratigiate l7arb dyal lbahriya lyabaniya (f ktab mn Perl Harbor l Hiroshima. London: Macmillan, 1994).","Admiral Yamamoto 's Surprise Attack and the Japanese Navy 's War Strategy (in From Pearl Harbor to Hiroshima. London: Macmillan, 1994)",الهجوم المفاجئ للأدميرال ياماموتو واستراتيجية الحرب البحرية اليابانية (في كتاب من بيرل هاربر إلى هيروشيما. لندن: ماكميلان، 1994).,VALIDATED,GOLD
data51243,WIKI_D_09368,D,فالعام المالي 2015، ناسا شدات ميزانية ديال 18.01 مليار دولار من الكونݣريس، شي 549 مليون دولار كتر من لي طلبو و تقريبا 350 مليون دولار كتر من الميزانية ديال ناسا لي وافق عليها الكونݣريس ف 2014.,"fel 3am el mali 2015, nasa cheddat mizaniya dyal 18.01 milyar dollar men el congress, chi 549 million dollar ktar men li talabo w ta9riban 350 million dollar ktar men el mizaniya dyal nasa li waf9 3liha el congress f 2014.","For Fiscal Year 2015, NASA received an appropriation of 18.01 billion dollar from Congress - 549 million dollar more than requested and approximately 350 million dollar more than the 2014 NASA budget passed by Congress.",في السنة المالية 2015، حصلت وكالة ناسا على اعتماد قدره 18.01 مليار دولار أمريكي من الكونغرس - بزيادة 549 مليون دولار عما تم طلبه وحوالي 350 مليون دولار أكثر من ميزانية ناسا لعام 2014 التي أقرها الكونغرس.,VALIDATED,GOLD
data51244,DATA_8116,A,سفتي ليا داك شي لي قلتي لي؟,sfti liya dak xi li 9lti liya?,Did you send me what you told me?,هل أرسلتَ لي ما قلته لي؟,VALIDATED,GOLD
data51245,DATA_4324,A,واش بغيتي حفلة على برّا حيت طاقس زوين بزاف؟,wach bghiti 7afla 3la berra 7it ta9s zwin bzaf?,Do you want an outdoor party since the weather is so good?,ما رأيك في إقامة حفلة في الهواء الطلق بما أن الجوُّ رائعٌ جدا؟,VALIDATED,GOLD
data51246,WIKI_D_03060,D,جوشوا پاتريك بيكيت (تزاد نهار 15 ماي 1980) كان لاعب بيزبول أمريكي محترف سابق. شارك ثلاثة مرات في دوري البيسبول الرئيسي (MLB) أول ستار، ولعب مع فرق فلوريدا مارلينز، بوسطن ريد سوكس، ولوس أنجلوس دودجرز.,"joshua patrik bkit ( tzad nhar 15 may 1980) kan la3b baseball amriki mo7trfi sabiq. charek tlatat marrat fi dawri l baseball rra2isi (MLB) awl star, o l3eb m3a foro9 florida marlins, boston red sox, o los angeles dodgers.","Joshua Patrick Beckett (born May 15, 1980) is a retired American professional baseball pitcher. A three-time MLB All-Star, he made his mark playing for the Florida Marlins, Boston Red Sox, and Los Angeles Dodgers.",جوشوا باتريك بيكيت (مواليد 15 مايو 1980) لاعب بيسبول أمريكي محترف سابق. لمع نجمه في دوري البيسبول الرئيسي (إم إل بي) ثلاث مرات، وترك بصمته مع فرق فلوريدا مارلينز، وبوسطن ريد سوكس، ولوس أنجلوس دودجرز.,VALIDATED,GOLD
data51247,WIKI_D_06517,D,الحسّ لي عند احسن ناس فبلادنا هو أن الماريشال كان عندو الحق فجهدو باش يجرّد هاد الناس من السلاح، و ملي تطلق عليهم الرصاص كان خاصهم يدافعو على راسهم و هادشي لي دارو بشجاعة كبيرة.,"l7ess li 3nd a7san nas fbladna huwa ann lmarshal kan 3ndo l7aq fjhdo bach yjarred had nass mn sslah, w mli tetla9 3lihom rssas kan khasshoum ydafe3o 3la rashom w hadchi li daro bchaja3a kbira.","The feeling among the best class of our citizens is that the Marshal was entirely justified in his efforts to disarm these men, and that being fired upon they had to defend themselves which they did most bravely.",الشعور السائد بين أفضل طبقة من مواطنينا هو أن المارشال كان مبررًا تمامًا في جهوده لنزع سلاح هؤلاء الرجال، وأنهم اضطروا للدفاع عن أنفسهم عندما تعرضوا لإطلاق النار، وهو ما فعلوه بشجاعة كبيرة.,VALIDATED,GOLD
data51248,WIKI_C_08953,C,دغيا كيطيح ليه الشوف و كيوصف النمل لي كيقطع الوريقات. كيبقى فبارا عام و نص، كيدير شي دورات قصار لداخل؛ المدينة نقية و آمنة مقارنة مع مدون خرين فالبرازيل.,"dghiya kayti7 lih shoof w kiywsf nnmel li kayqta3 lwriqat. kaybqa f berra 3am w nss, kaydir shi dawrat qssar ldakhil; lmdina nqya w amina mgarana m3a modon khryn f l brazil.","He quickly spots and describes the leafcutter ants. After spending a year and a half in Para and taking a few short trips inland, he finds the city surprisingly clean and safe compared to other Brazilian towns.",سرعان ما يَلفِتُ انتباهَهُ النملُ القاطعُ للأوراقِ فيبدأُ في وصفه. أمضى في بارا عاماً ونصف، تخللتها جولاتٌ قصيرةٌ في المناطقِ الداخلية؛ وتُعتبر المدينةُ نظيفةً وآمنةً مقارنةً بغيرها من مدنِ البرازيل.,VALIDATED,GOLD
data51249,DATA_12556,B,جورج بي. ميتشل، الرائد ف تكنولوجيا التكسير الهيدروليكي و اللي طور ذا وودلاندز، تيكساس، تزاد و تربى ف گالڤيستون.,"George P. Mitchell, rrayid f technoloijya ttaksir lhidroliki u lli ttewwer The Woodlands f Texas, tzad u ttrebba f Galveston.","George P. Mitchell, pioneer of hydraulic fracturing technology and developer of The Woodlands, Texas, was born and raised in Galveston.",وُلد جورج بي. ميتشل، رائد تقنية التكسير الهيدروليكي ومطور مدينة ذا وودلاندز في تكساس، وترعرع في غالفيستون.,VALIDATED,GOLD
data51250,WIKI_C_12361,C,الساعة ديال الإحصاء ديال ميريكان كاتقول باللي السكان ديال أوكلاهوما وصلو لـ 3 دالمليون و 911 ألف و 338 واحد نهار واحد ف شهر سبعة ديال 2015، بزيادة ديال 4.26% من الإحصاء ديال 2010.,"ssa3a dyal li7sae dyal merican kat9ol belli ssoukan dyal aw kilahoma weslo l 3 d lmillion w 911 alf w 338 wa7d nhar wa7d f chher seb3a dyal 2015, bziyada dyal 4.26% mn l i7sae dyal 2010.","The United States Census Bureau estimates that Oklahoma’s population reached 3 million, 911 thousand, 338 on July 1, 2015 a 4.26% jump since the 2010 Census.",تُشيرُ تقديراتُ مكتبِ الإحصاءِ الأمريكيِّ إلى أنَّ عددَ سُكانِ ولايةِ أوكلاهوما قد بلغَ 3 ملايينَ و911 ألفاً و338 نسمةً في مطلعِ يوليو 2015، بزيادةٍ قدرُها 4.26% مقارنةً بتعدادِ عام 2010.,VALIDATED,GOLD
data51251,DATA_1339,A,بغيتي تمشا شوية؟,bghiti tmcha chwia?,Would you like to go for a walk?,ما رأيك في جولة قصيرة مشياً على الأقدام؟,VALIDATED,GOLD
data51252,WIKI_D_06030,D,شان، كاساندرا (2003-2004)، تهراس تقليد سنغافور ديال تقييد حرية التعبير بقوانين التشويه، لويولا أوف لوس أنجلس إنترناشونيل أند كومباراتيف لو ريفيو 26: 315 – 339، مؤرشفة من الأصل ف 5 أكتوبر 2012,"shan, kassandra (2003-2004), t7ras taqlid singapur dyal ta9yid 7urriyat ta3bir b9wanin tachwih, loyola of los angeles international and comparative law review 26: 315-339, mowerchafa men l asl f 5 october 2012.","Chan, Cassandra (2003–2004), Breaking Singapore’s Tradition of Chilling Free Speech with Defamation Laws, Loyola of Los Angeles International and Comparative Law Review 26: 315–339, archived from the original on 5 October 2012.",تشان، كاساندرا (2003 – 2004)، كسرُ تقليدِ سنغافورة في قمعِ حريةِ التعبيرِ عبرَ قوانينِ التشهيرِ، مجلة لويولا لوس أنجلوس للقانون الدولي والمقارن 26: 315 – 339، أرشفَ من الأصل في 5 أكتوبر 2012.,VALIDATED,GOLD
data51253,WIKI_C_05472,C,البالكونات، بزاف المرات كيكونوا مصايبين بالحديد المڭرفط الزوين من بعد 1633 (التصاور 2 و 9)، وبالبالكونات اللي سامبل قبل من داك التاريخ (التصويرة 6).,"l balconat, bzaf l merrat kaykunou msaybin bel 7did el mgerfet ezzwin men b3d 1633 (ttsawer 2 w 9), w bel balconat lli sample qbel men dak ttarikh (ttswira 6).","Balconies were often fitted with elegant wrought ironwork after 1633 (see Figures 2 & 9), while earlier ones featured a much simpler style (Figure 6).",تتميزُ الشرفاتُ غالباً بأعمالِ حديدٍ مشغولٍ أنيقةٍ يعودُ تاريخُها لما بعد عام 1633 (الصور 2 و9)، بينما كانت التصاميمُ أكثرَ بساطةً قبل ذلك التاريخ (الصورة 6).,VALIDATED,GOLD
data51254,DATA_19410,B,الحيوانات ديال لابرادور كتشبه للحيوانات اللي كاينين فبلاصات بحالها ف أمريكا الشمالية، أما الجزيرة ديال نيوفاوندلاند فيها ثدييات قلال بزاف و ما فيهاش برمائيات أصلية.,"al hayawanat dyal labrador katshbah lal hayawanat li kaynin f blastat bhalha f amrika shshamaliya, amma ljazira dyal newfoundland fiha thadyat qlal bzaf o ma fihash barmaiyat asliya.","While Labrador’s wildlife is much like what you'd find across North America, Newfoundland has far fewer mammal species and is completely missing any native amphibians.",تتشابهُ الحياةُ البريةُ في لابرادور مع مثيلاتِها في أمريكا الشمالية، أما جزيرةُ نيوفاوندلاند فتفتقرُ للتنوعِ في الثدييات، كما تخلو تماماً من البرمائياتِ الأصيلة.,VALIDATED,GOLD
data51255,WIKI_C_09315,C,سرقو رويال ولا شي حاجة - زيف ديال الحرير مذهب اللي كيجي مع 'الكسوة الكبيرة'، مطرز بالذهب والفضة مزيان، مركع بالجواهر ومبطن بالحرير وردي وفيه الشراشف ديال الذهب.,"sr9o royal wla chi haja - zif dyal l7rir mzahab lli kayji m3a 'lkswa lkbira', mtterez bdheb w lfedda mzyan, mrca3 bljawahir w mbetten b l7rir wrdi w fih shshrachef dyal dheb.","A Royal Stole - a golden silk scarf worn with the ceremonial 'Great Dress.' It is exquisitely embroidered with gold and silver thread, encrusted with jewels, and finished with a rose-pink silk lining and golden tassels.",وشاحٌ مَلَكيٌّ؛ عِبارةٌ عَن رداءٍ حريريٍّ مُذَهَّبٍ يُرتَدى مع 'الكسوة الكبيرة'. الوشاحُ مُطَرَّزٌ بِإتْقانٍ بِخيوطِ الذَّهبِ والفِضَّةِ، ومُرَصَّعٌ بِالجواهرِ، ومُبَطَّنٌ بِالحريرِ الوَردِيِّ مَعَ شَراشِفَ ذَهَبِيَّةٍ فاخِرَةٍ.,VALIDATED,GOLD
data51256,WIKI_D_07381,D,مارشال، جوان إ. 'المعونة لعائلات جنود الاتحاد: حق مريح ولاّ صدقة ديال الفقراء؟ إنديانا، 1861-1865.' مجلة مراجعة الخدمة الاجتماعية 78، عدد 2 (2004): 207-242. في جيستور,"Marshall, Joan E. 'l maouna l aylat jnod l ittihad: haq morih wala sadaqa l foqara? Indiana, 1861-1865.' Social Service Review 78, no. 2 (2004): 207-242. Fi JSTOR.","Marshall, Joan E. 'Aid for Union Soldiers' Families: A Comfortable Entitlement or a Pauper's Relief? Indiana, 1861–1865.' Social Service Review 78, no. 2 (2004): 207-242. In JSTOR.",مارشال، جوان إ. 'مساعدة أسر جنود الاتحاد: استحقاقٌ مريح أم صدقةٌ للفقراء؟ إنديانا، 1861-1865.' مراجعة الخدمة الاجتماعية 78، العدد 2 (2004): 207-242. متوفر في جيستور.,VALIDATED,GOLD
data51257,DATA_3298,A,بلاطي، نتي ماشي ماما!,"blati, nti machi mama!","Wait, you're not my mom!",توقفي، أنتِ لستِ أمي!,VALIDATED,GOLD
data51258,WIKI_D_09222,D,كورنيش-باودن، أتيل (1997). بيرة جديدة في قنينة قديمة. إدوارد بوخنر ونمو المعرفة البيوكيميائية. فالنسيا: جامعة فالنسيا. أي إس بي إن 84-370-3328-4. تاريخ علم الإنزيمات المبكر.,"Cornish-Bowden, Athel (1997). Bira jdida f qniniya qdima. Eduard Buchner u numuw l maarifa l biocimyaiya. Valencia: Jamiat Valencia. ISBN 84-370-3328-4. Tarikh 3ilm l enzimat l moubakir.","Cornish-Bowden, Athel (1997). New Beer in an Old Bottle: Eduard Buchner and the Growth of Biochemical Knowledge. Valencia: University of Valencia. ISBN 84-370-3328-4. A history of early enzymology",كورنيش-باودن، أتيل (1997). بيرة جديدة في زجاجة قديمة: إدوارد بوخنر وتطور المعرفة الكيميائية الحيوية. فالنسيا: جامعة فالنسيا. أي إس بي إن 84-370-3328-4. تاريخ البدايات الأولى لعلم الإنزيمات.,VALIDATED,GOLD
data51259,DATA_3104,A,عاود ليا على الواليدة ديالك,3awdlia 3la lwalida dyalk,Tell me about your mother,أخبرني عن والدتك,VALIDATED,GOLD
